resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
51,166,11,4.261,119,4.154,411,784,38,2.013
0,0,0,47,1,171,7,7,5,101
3,1,0,65,1,223,3,12,8,105
20,18,0,544,7,700,48,39,26,446
2,4,0,101,6,117,9,19,5,69
5,4,1,252,17,345,25,83,4,195
0,0,0,29,2,21,3,13,1,13
157,26,6,2.838,188,2.651,384,684,5,1.825
1,1,0,29,1,31,2,7,2,15
2,0,0,4,0,90,3,3,0,39
1,1,3,455,59,163,18,32,0,71
4,1,3,557,74,179,33,45,3,74
1,2,1,271,27,130,7,59,1,45
1,3,0,165,8,36,8,16,1,23
0,2,0,62,0,17,2,19,1,8
1,0,0,45,8,13,0,6,0,4
3,6,0,126,3,129,17,25,7,75
0,3,0,51,0,15,1,7,2,4
0,3,0,13,1,7,2,2,1,3
0,0,1,37,0,17,1,9,0,10
7,2,0,127,3,152,8,28,2,109
1,2,0,133,10,36,6,4,2,15
3,1,0,32,1,30,1,4,6,21
6,21,3,341,67,309,25,75,2,171
1,1,0,11,0,10,1,4,1,8
0,1,0,12,0,27,0,4,1,15
3,3,1,52,2,259,8,15,8,139
1,2,0,21,1,146,6,9,3,75
3,2,1,46,1,245,13,10,5,124
4,1,0,57,3,93,11,19,2,67
1,1,0,43,0,39,1,11,1,24
8,2,1,142,2,126,15,27,2,82
3,3,0,27,0,175,5,11,6,84
2,1,0,16,2,132,1,6,2,55
2,1,0,57,3,25,3,13,0,18
0,1,0,165,2,11,1,10,0,8
5,3,0,45,4,55,6,10,2,35
0,0,0,3,0,6,0,1,3,3
0,0,0,3,2,9,0,2,1,7
4,0,0,24,2,27,6,6,1,17
0,1,0,10,1,23,1,0,2,13
0,3,0,62,3,23,1,4,1,8
2,0,0,45,1,7,2,4,1,5
0,0,0,10,1,5,2,3,0,3
0,2,0,30,1,82,6,7,3,37
45,62,2,2.560,45,2.846,177,363,38,1.490
5,1,0,48,1,36,3,13,1,21
1,2,2,142,14,36,3,16,2,16
0,3,0,21,0,7,0,2,1,1
0,0,0,29,0,10,0,3,3,5
0,2,0,26,0,49,2,5,0,30
0,0,0,10,1,26,0,0,1,15
0,0,1,12,1,28,4,8,1,17
0,0,0,3,1,2,0,0,1,1
1,1,0,92,12,25,1,18,0,16
0,1,0,10,1,15,0,0,0,7
0,1,1,228,14,32,2,13,0,11
0,0,0,36,3,20,0,10,2,7
1,0,0,17,0,4,0,4,0,4
0,0,0,48,2,7,0,6,0,4
0,1,0,32,1,25,1,5,0,14
1,7,0,27,1,19,0,4,4,10
0,0,0,2,1,19,2,2,0,14
0,3,1,16,0,22,1,2,2,10
0,0,0,100,6,53,1,24,0,27
0,0,0,9,1,22,1,2,1,18
0,0,0,31,2,22,0,4,1,11
0,2,0,47,0,32,1,7,2,19
0,1,0,7,1,1,1,2,0,1
2,1,0,27,2,29,0,3,5,15
0,1,0,9,1,3,0,2,1,3
0,0,0,14,0,3,0,4,0,3
0,2,0,54,6,25,1,2,4,17
2,1,0,22,3,32,3,2,3,15
0,0,0,8,0,3,0,2,0,1
0,0,0,14,1,8,0,6,2,5
0,1,0,18,0,3,0,4,1,2
0,2,0,27,0,34,2,6,3,21
0,0,0,7,2,11,0,1,0,6
0,0,0,8,0,12,0,1,3,7
0,0,0,22,0,3,0,4,1,2
0,1,0,105,0,4,1,47,2,3
6,4,1,154,23,237,38,50,2,125
0,0,0,12,0,6,1,4,0,5
0,0,0,19,0,16,1,8,1,7
0,0,0,12,1,4,0,2,1,4
0,0,0,4,1,12,0,0,1,7
0,0,0,10,3,4,1,4,0,4
0,2,0,17,1,25,1,0,4,6
1,14,1,48,2,83,7,9,10,53
136,119,13,2.753,244,6.115,541,571,70,3.464
15,50,1,517,22,650,51,104,13,347
30,143,2,1.244,51,1.309,87,189,20,657
3,8,0,106,11,209,11,27,2,98
24,36,0,604,29,1.911,52,50,43,896
5,4,0,391,4,291,13,79,1,112
22,0,3,476,33,1.159,38,107,1,520
36,22,5,848,57,1.505,78,127,8,773
28,28,1,537,37,939,59,46,20,589
16,52,2,661,50,826,65,151,12,440
16,52,2,661,50,826,65,151,12,440
2,2,1,150,2,74,6,28,2,56
19,19,1,511,11,763,52,37,24,476
10,12,5,1.354,51,899,62,221,6,396
35,44,1,1.948,170,2.349,164,352,10,1.179
2,1,0,41,4,36,3,19,1,24
3,0,0,50,2,17,4,26,0,11
2,3,0,85,3,164,4,11,4,97
1,3,0,21,1,35,0,1,4,22
16,3,0,344,29,428,23,60,8,247
2,0,0,69,4,28,4,31,2,21
0,4,0,34,8,37,3,5,1,19
0,0,0,45,1,6,1,2,0,1
1,2,2,281,15,53,4,51,2,25
32,8,0,585,18,657,84,212,1,474
2,0,1,104,6,59,12,32,1,36
0,1,0,40,1,54,1,3,0,27
0,1,0,13,0,17,0,4,0,10
3,0,0,127,4,149,7,28,1,71
0,1,0,32,0,46,1,11,3,24
0,0,0,5,1,8,0,1,1,3
0,0,0,24,0,14,1,5,1,10
0,1,0,20,0,35,1,3,3,20
2,3,0,113,1,62,2,26,1,38
2,2,0,29,1,47,4,11,1,26
2,2,0,41,2,27,2,7,1,15
0,0,0,10,0,27,0,2,3,15
0,0,0,1,0,28,3,0,1,16
0,0,1,553,27,38,3,24,1,7
0,0,0,37,8,48,3,9,1,24
0,0,0,9,0,8,0,2,0,5
1,1,0,28,4,48,3,2,5,35
1,4,0,71,6,55,5,6,2,21
0,0,0,9,0,9,2,1,0,8
0,0,0,18,0,18,2,4,3,8
3,4,0,53,3,104,3,5,6,46
0,2,0,35,1,32,1,13,1,14
0,1,0,16,3,30,5,4,1,17
0,3,0,19,0,22,0,4,2,6
1,0,0,9,0,6,1,1,1,4
2,7,0,62,4,31,1,6,5,14
0,0,0,16,0,28,1,4,1,15
0,0,0,4,0,13,1,1,0,8
3,1,5,487,100,150,5,28,1,46
5,4,0,142,4,86,5,31,2,56
0,3,0,24,1,16,2,3,2,5
0,0,0,42,3,13,1,4,1,11
0,3,0,11,4,26,2,3,5,14
0,0,0,14,2,6,0,2,0,2
1,1,0,11,2,23,4,5,2,11
0,0,0,1,0,6,0,0,0,4
0,0,0,5,0,4,0,1,0,1
0,1,0,82,5,22,1,6,1,9
0,0,0,17,1,10,0,3,0,5
2,4,0,26,1,33,1,2,2,19
1,0,0,9,1,9,0,5,0,4
2,1,0,10,2,15,2,2,2,12
1,0,1,11,1,12,1,0,4,10
1,1,3,180,5,93,9,51,2,46
2,1,0,79,0,28,4,43,2,18
0,1,0,9,1,9,2,1,3,7
1,2,0,7,0,14,1,1,2,10
0,0,0,30,2,14,0,7,0,6
0,0,0,13,0,20,1,1,1,6
0,0,0,10,0,2,0,1,0,1
0,0,0,41,4,6,0,7,1,3
0,0,0,1,0,6,0,0,1,3
53,5,8,657,32,2.227,89,148,5,1.118
3,2,1,297,16,19,3,32,1,18
0,1,0,22,2,7,3,4,0,3
0,1,0,41,6,28,0,6,1,10
1,0,0,3,0,20,1,0,1,6
0,0,0,66,1,15,0,1,0,5
0,0,0,20,0,12,2,7,1,4
1,1,1,35,2,14,1,1,1,7
36,22,5,848,57,1.505,78,127,8,773
1,0,0,55,1,45,4,20,0,27
0,3,0,28,1,30,4,8,1,20
0,0,0,5,0,20,1,1,3,14
0,1,1,51,3,19,1,8,1,10
0,0,0,3,0,1,0,3,0,2
0,1,0,14,3,20,1,1,4,12
0,0,0,3,1,5,0,0,0,3
1,0,0,8,1,11,1,0,1,7
0,0,0,21,3,4,1,2,0,1
3,0,0,96,4,24,1,22,0,17
0,2,0,6,0,11,0,2,2,7
1,1,0,17,0,7,0,3,1,3
0,0,0,90,1,2,0,0,0,0
0,2,0,28,2,8,0,3,1,4
1,6,0,173,7,185,11,36,4,92
0,0,1,5,0,0,0,0,1,0
0,1,0,17,1,28,2,5,1,20
0,0,0,3,0,0,0,1,1,0
210,312,31,4.389,485,7.459,710,732,25,3.773
62,99,3,1.095,125,4.006,118,98,110,1.870
210,506,20,5.459,461,6.496,796,1.213,33,3.735
170,125,35,3.692,268,6.987,1.229,735,10,3.686
26,55,4,1.572,56,2.763,223,433,6,1.245
10,19,6,1.048,88,904,96,140,5,462
19,36,6,792,127,704,84,69,9,375
59,104,4,2.771,63,4.056,322,489,43,2.024
20,77,1,1.233,65,1.089,34,232,8,479
19,13,7,1.234,89,930,91,174,8,494
11,6,3,210,19,515,49,29,5,266
2,3,0,21,1,44,6,5,4,30
0,0,0,19,0,25,1,6,0,13
2,2,1,128,15,120,8,27,1,66
3,1,0,108,4,113,9,18,4,57
2,6,1,76,3,51,4,12,0,22
1,4,0,130,7,42,8,50,1,26
8,0,0,217,10,156,15,30,2,84
19,34,3,880,41,2.062,59,94,47,922
0,0,0,8,0,6,0,0,1,3
2,6,0,120,8,51,7,10,2,25
1,1,0,57,1,60,6,12,1,33
0,0,1,32,2,26,1,4,1,16
2,1,0,49,0,94,1,6,1,49
3,1,0,107,0,168,7,27,1,94
12,7,1,215,3,386,17,48,4,218
2,0,0,32,0,24,1,8,2,19
1,2,2,144,12,113,2,14,0,47
0,1,0,28,0,13,1,10,0,5
3,1,0,70,3,76,5,18,0,50
2,2,0,116,1,174,7,25,4,108
2,3,0,58,4,66,7,9,2,49
0,0,0,1,0,9,0,1,1,4
24,151,9,1.892,132,1.418,109,345,5,630
1,3,1,67,1,49,4,21,2,30
0,10,0,381,8,42,11,103,0,21
71,11,2,1.647,56,1.151,63,316,2,824
1,1,1,193,12,58,3,18,1,23
2,4,0,34,3,36,1,1,7,26
3,1,1,104,1,159,4,33,1,99
8,3,0,176,6,284,11,18,7,151
12,34,8,461,60,746,20,20,35,353
0,0,0,16,1,21,1,1,0,13
19,36,6,792,127,704,84,69,9,375
1,0,0,2,1,5,1,1,0,3
1,0,0,14,1,11,2,2,1,8
0,2,0,24,4,24,2,4,1,22
1,7,0,13,4,31,1,3,2,14
1,2,0,3,1,13,0,1,1,6
1,0,0,69,3,53,1,13,1,28
2,0,0,14,1,35,3,2,1,20
0,2,0,9,3,3,1,2,0,1
1,0,1,22,1,46,0,6,2,26
0,1,0,42,4,29,1,9,1,14
1,7,0,48,1,46,3,10,5,22
1,1,0,30,4,38,4,3,4,28
0,3,0,6,0,9,0,0,2,7
0,0,0,12,1,11,2,0,3,11
0,1,0,65,10,15,2,3,2,10
0,1,0,92,0,16,4,26,0,7
48,14,3,1.155,125,1.710,110,262,8,963
0,0,0,8,1,94,3,1,1,33
0,0,0,15,3,15,1,0,0,12
0,2,0,5,1,17,2,1,2,11
1,0,0,8,0,55,1,2,0,24
170,125,35,3.692,268,6.987,1.229,735,10,3.686
1,0,0,18,0,17,2,1,4,14
1,0,0,77,3,29,0,4,1,10
0,0,0,9,1,29,7,1,0,20
1,2,0,18,0,17,1,4,4,11
0,0,0,1,1,1,0,0,0,1
0,0,0,22,2,30,4,8,0,17
0,1,0,6,1,3,0,4,1,2
1,1,0,4,0,1,0,5,1,1
0,0,0,1,0,1,0,0,0,2
2,0,0,2,0,6,0,0,0,3
0,3,0,15,1,14,0,4,1,8
2,1,0,39,4,30,6,9,1,22
0,0,0,5,0,9,0,1,0,4
17,5,0,403,18,631,69,111,1,336
0,0,0,4,0,3,0,0,1,0
0,0,0,3,0,1,0,1,1,0
0,2,0,17,1,5,0,1,4,2
4,13,0,203,10,334,23,47,6,152
0,0,0,4,0,2,0,2,1,1
0,1,0,4,0,7,1,0,3,3
0,0,0,9,0,6,0,2,0,6
6,9,3,155,14,330,48,32,1,171
53,450,12,1.247,178,4.005,88,110,137,1.734
13,27,2,716,161,1.163,45,68,8,587
0,1,0,13,2,21,1,3,0,16
0,4,0,79,6,176,10,12,3,92
1,0,0,37,2,102,5,12,1,64
19,26,3,551,29,1.440,46,49,51,677
10,3,0,178,3,231,22,37,8,154
0,0,0,217,20,58,3,14,1,19
1,1,1,57,0,52,1,20,2,34
5,9,1,230,25,190,19,26,1,86
6,5,0,71,5,196,3,10,1,91
11,4,0,237,14,580,31,40,5,303
1,0,0,61,2,41,2,18,1,34
69,19,1,1.397,63,1.813,155,307,15,1.157
1,0,0,44,0,13,1,1,3,5
2,0,0,60,0,39,6,21,0,26
1,0,1,14,1,27,4,5,1,23
0,1,0,38,0,95,9,10,1,37
2,3,0,103,2,99,10,21,0,49
2,0,0,25,1,63,1,7,1,33
12,7,0,412,10,164,4,126,2,121
0,1,0,6,1,14,3,1,1,9
0,1,0,6,0,1,0,0,1,1
4,8,0,211,10,278,6,37,4,148
0,0,0,3,0,3,1,1,1,1
1,0,0,18,0,10,3,8,0,9
0,2,0,118,4,29,0,15,1,17
2,0,0,17,0,23,0,2,2,13
1,5,0,12,3,18,1,2,5,11
20,59,4,763,163,789,87,134,5,419
0,1,0,16,1,12,1,6,1,8
1,0,0,3,1,4,0,0,0,3
1,5,0,18,1,24,0,4,1,10
3,7,1,128,6,25,3,26,1,22
0,0,0,4,1,5,1,1,0,3
0,1,0,28,2,25,1,3,0,9
0,1,0,37,6,30,1,6,4,23
1,3,1,54,0,35,4,13,2,18
0,0,1,46,0,25,3,2,1,14
0,2,0,20,0,36,2,2,8,19
0,9,1,30,5,24,1,1,9,11
1,1,1,53,5,71,15,8,2,43
22,5,1,389,8,548,62,147,1,351
1,0,0,6,0,7,0,1,0,3
0,1,0,15,1,11,0,2,2,6
0,1,1,63,7,19,0,2,1,11
71,99,5,3.451,96,3.617,355,669,21,1.864
0,0,0,40,2,3,1,2,0,1
0,4,0,93,5,93,2,19,3,39
0,2,0,30,1,32,1,5,3,16
0,0,0,16,1,18,3,5,1,14
0,0,0,32,1,5,0,2,0,2
1,0,0,6,0,9,0,0,0,6
0,0,0,31,1,3,0,2,0,0
0,5,0,12,1,7,0,2,3,4
3,3,0,98,8,62,6,19,2,38
1,0,0,2,0,9,0,1,0,5
2,0,0,7,4,99,4,3,2,46
1,1,0,11,0,20,1,1,2,9
2,1,0,291,11,66,8,36,1,48
1,0,0,38,2,21,2,17,1,15
0,0,0,8,1,7,0,0,2,6
0,2,1,176,18,23,2,10,0,11
53,450,12,1.247,178,4.005,88,110,137,1.734
0,0,0,2,1,3,0,0,0,3
5,2,1,46,12,40,4,5,8,22
0,1,0,3,0,6,0,1,0,2
0,0,0,4,0,1,0,1,1,1
3,6,0,174,20,191,6,37,2,87
0,1,0,26,6,5,0,0,1,4
0,2,0,12,0,6,1,0,1,6
1,9,3,38,5,571,24,8,13,207
24,16,0,584,39,1.193,44,106,8,604
2,0,0,41,1,49,1,16,2,22
15,19,0,684,24,1.075,58,69,40,484
2,7,0,83,9,263,10,20,6,136
1,2,0,33,0,33,3,10,0,19
5,3,0,149,3,238,16,45,2,129
14,15,0,309,11,613,66,73,5,322
18,31,6,435,10,498,71,101,1,266
3,2,1,100,5,118,4,14,3,52
2,8,1,89,1,348,11,15,7,187
3,3,0,77,1,53,1,20,2,32
0,0,0,12,2,16,1,1,1,6
0,0,0,15,0,15,1,2,1,6
0,0,0,14,1,33,3,1,1,21
0,1,0,22,0,7,0,2,1,5
1,0,0,51,1,97,3,10,5,52
1,3,0,137,6,45,2,31,1,27
0,3,0,13,2,31,2,5,2,21
1,3,0,70,5,80,2,12,3,42
0,0,0,21,1,36,4,10,1,21
20,27,0,579,32,1.432,55,67,34,668
1,1,0,7,1,36,2,2,1,19
0,0,0,89,2,12,4,17,0,7
0,1,0,8,0,6,1,0,1,3
0,0,0,64,0,18,0,8,0,8
2,2,0,39,3,44,2,11,4,29
6,7,2,191,10,323,23,48,1,147
17,12,4,306,24,332,43,79,4,200
0,0,0,60,0,19,3,15,0,10
0,1,1,59,11,32,6,7,0,13
1,3,0,84,0,16,1,13,0,8
1,0,0,16,1,24,1,4,3,19
0,0,0,3,1,7,0,5,0,6
0,0,0,6,0,11,1,3,1,6
34,3,5,721,23,1.000,68,194,3,670
1,3,0,6,2,3,1,1,0,1
1,0,0,49,0,64,2,8,0,30
0,0,0,8,0,13,0,1,0,8
3,2,0,46,3,54,6,14,4,34
0,0,0,8,0,8,0,4,1,9
2,1,0,30,1,44,3,9,4,28
0,2,0,26,1,11,1,8,0,8
0,2,0,7,1,19,3,2,5,16
62,44,4,576,76,2.790,276,84,29,1.415
0,1,0,44,2,23,3,17,0,17
1,1,0,32,2,23,0,2,1,11
0,1,0,55,2,37,2,7,2,16
2,5,0,37,0,15,2,6,1,8
0,2,0,75,9,13,1,22,1,6
0,0,0,4,0,7,0,2,0,4
0,0,0,90,3,85,5,25,1,44
3,0,0,98,1,128,7,26,3,87
0,2,0,13,0,33,2,4,1,22
0,0,1,5,0,11,0,6,2,6
0,0,0,13,1,5,1,4,1,3
2,0,0,3,0,5,0,0,0,1
0,2,0,6,1,8,3,2,1,4
2,0,0,43,2,52,2,20,1,26
0,0,0,11,1,9,1,2,1,3
0,0,0,4,0,2,1,3,0,1
0,1,0,13,2,28,3,6,0,10
1,1,0,25,1,54,1,4,1,29
2,0,0,16,0,3,0,2,1,2
1,0,0,11,2,32,1,1,2,17
0,0,0,5,0,0,0,1,1,0
0,1,0,13,1,7,1,2,1,7
0,0,0,14,0,10,0,3,0,5
0,0,0,9,0,0,0,4,0,0
0,0,0,12,0,4,0,1,0,1
0,1,0,4,0,3,0,0,1,3
0,0,0,19,0,21,2,4,1,13
0,0,0,17,1,11,0,10,1,8
0,0,0,18,1,10,0,2,2,4
7,18,0,199,6,395,8,28,9,191
118,49,5,2.641,89,2.671,356,1.103,3,1.762
20,48,2,809,19,1.065,74,184,5,529
0,3,0,81,11,34,4,12,1,23
1,0,0,130,9,142,10,41,1,79
7,16,0,341,14,641,22,64,12,314
0,0,0,64,8,24,4,32,0,17
6,5,0,229,3,533,42,52,5,245
0,0,0,5,0,3,0,1,0,2
3,4,1,43,4,25,2,20,1,16
157,8,0,533,58,1.183,101,128,2,992
4,3,0,173,4,121,12,34,4,78
26,8,1,522,15,636,25,142,4,407
1,13,1,85,5,130,8,23,3,69
4,1,0,72,2,131,10,14,2,73
5,4,0,77,0,204,6,16,5,99
8,9,0,331,16,107,15,101,2,71
2,1,0,44,0,58,4,22,1,28
0,1,0,6,0,1,0,0,1,1
0,1,0,40,1,37,3,11,2,27
0,0,0,3,0,5,0,0,0,2
11,8,0,212,7,332,15,41,5,188
29,8,1,712,31,443,62,272,1,296
0,0,0,26,2,23,0,5,1,10
0,0,0,16,1,11,0,0,0,8
1,3,0,287,7,114,8,78,1,66
0,2,0,8,1,22,0,0,4,14
0,1,0,8,1,11,1,3,1,7
1,3,0,78,0,72,1,20,4,52
0,1,1,42,3,37,3,2,1,18
0,5,0,11,2,33,0,3,5,19
0,2,0,9,0,13,1,1,1,6
0,3,0,1,0,2,1,0,1,1
0,0,0,0,1,21,1,0,3,11
2,0,0,7,0,8,0,2,2,6
0,0,0,49,1,77,3,12,2,43
0,1,0,3,0,6,0,0,1,4
1,6,0,35,3,64,5,8,6,35
0,0,0,15,1,8,1,0,0,3
1,1,0,6,1,6,1,2,2,5
2,1,0,26,1,32,8,7,1,24
0,0,0,5,1,5,0,2,0,3
0,1,1,177,1,25,1,3,0,7
0,0,0,32,1,6,0,3,0,3
0,1,0,30,1,22,2,16,0,16
0,1,0,48,2,31,1,2,5,11
1,0,0,81,2,15,3,26,0,7
0,0,0,17,3,2,0,0,0,1
1,0,2,48,4,6,1,1,1,2
4,6,0,44,4,91,4,6,1,59
0,0,0,2,0,2,0,2,0,3
0,0,0,9,1,4,1,4,0,4
0,0,0,3,1,3,0,2,0,2
0,0,0,7,1,5,0,2,0,3
0,0,0,37,3,10,0,8,0,4
0,0,0,2,0,4,0,0,0,1
0,2,0,14,1,4,0,4,2,3
0,0,1,5,0,1,0,0,0,0
0,1,0,8,3,6,1,1,1,5
0,1,0,1,1,7,0,0,1,4
0,0,0,9,0,7,0,0,0,3
0,4,1,153,7,86,9,19,1,42
66,291,23,2.082,162,12.890,320,297,173,4.944
19,31,3,937,49,1.718,152,271,6,825
32,39,4,1.171,82,1.925,163,178,26,1.017
231,170,9,8.430,252,5.767,847,2.449,16,3.897
3,4,3,294,10,141,17,77,2,80
0,1,0,39,3,23,0,2,1,9
0,0,0,8,0,7,0,0,0,3
4,5,1,83,21,183,13,13,3,89
1,1,0,39,3,63,4,12,1,38
1,7,0,114,6,141,6,20,2,69
0,4,1,153,7,86,9,19,1,42
0,2,3,167,17,67,3,6,4,25
5,10,2,484,94,281,12,73,1,117
3,1,0,25,4,12,2,3,5,6
1,0,0,0,0,5,0,1,1,5
3,0,0,24,2,27,3,3,1,19
0,0,0,15,0,14,0,1,1,7
1,0,0,11,2,15,1,0,0,10
0,0,0,78,6,26,1,18,0,13
47,9,2,1.916,30,770,76,651,3,590
0,0,0,73,4,14,1,4,1,4
0,1,0,11,1,25,2,2,3,13
0,0,0,35,7,2,0,0,1,1
0,0,0,85,12,14,0,2,0,2
2,1,0,47,4,30,4,5,2,16
0,3,0,16,0,17,0,3,1,10
4,0,0,81,2,54,6,19,1,35
0,0,0,11,1,4,0,3,0,1
0,0,0,19,1,2,0,2,1,3
1,0,0,19,0,23,2,4,0,14
0,2,0,47,4,41,1,19,1,22
2,1,0,30,1,43,1,5,1,23
1,3,0,17,1,8,0,1,4,3
0,0,0,22,2,5,0,0,0,3
0,0,0,3,0,5,1,1,2,2
0,2,0,8,1,12,0,4,0,8
0,1,1,4,1,17,0,2,1,6
1,1,0,81,4,54,3,20,1,36
0,1,0,47,3,14,1,13,0,8
0,0,0,1,0,1,0,0,0,1
0,1,0,16,1,14,0,1,1,6
0,0,0,0,0,1,0,0,0,0
3,10,0,45,9,184,9,9,8,92
2,2,0,32,0,36,5,9,2,21
28,7,2,606,45,640,79,96,7,374
2,2,1,351,11,115,25,84,1,58
1,1,0,99,8,31,3,21,0,14
2,7,1,269,26,28,7,14,1,15
1,0,0,14,2,25,0,5,1,13
3,5,0,97,4,89,9,20,1,47
2,3,3,164,21,78,3,10,2,34
32,12,1,707,61,746,103,141,2,455
1,0,0,14,1,36,0,3,2,21
0,0,0,25,2,13,2,9,0,10
0,0,0,4,1,2,0,0,0,2
0,2,0,15,0,27,1,3,4,12
1,0,0,3,1,14,1,0,0,10
0,1,0,38,2,15,0,8,0,8
2,1,0,77,0,18,2,24,1,12
0,2,0,20,4,20,4,7,0,13
0,0,0,7,1,1,0,1,0,0
0,1,0,6,1,15,1,3,1,9
1,1,0,26,2,34,3,6,1,21
2,1,0,50,0,21,0,21,0,18
2,2,1,21,0,43,1,6,4,11
0,3,0,66,4,43,1,11,2,14
1,0,0,6,1,11,1,1,2,8
1,1,0,12,0,15,1,1,1,6
0,0,0,49,3,29,3,10,0,13
0,0,0,11,0,3,1,1,0,3
0,0,0,9,2,12,0,2,2,4
0,0,0,14,0,5,0,1,2,4
0,2,0,2,0,5,0,0,1,4
1,0,0,8,1,26,0,1,2,12
0,1,0,53,11,19,2,5,1,7
0,0,0,1,1,6,0,1,1,6
1,2,0,11,0,5,2,3,1,4
0,0,0,18,1,10,0,6,0,4
0,0,0,0,0,1,0,0,0,0
0,1,1,23,0,7,3,2,0,5
0,0,0,50,4,7,0,3,0,4
0,1,0,18,2,3,0,1,2,2
0,1,0,4,1,0,0,0,0,0
0,0,0,0,0,0,0,1,2,0
0,0,0,10,0,55,2,2,1,29
16,30,2,429,27,784,82,111,1,476
50,76,3,2.309,117,914,114,736,5,584
4,7,0,424,5,350,31,90,4,192
0,0,0,8,0,31,2,2,1,21
3,2,0,181,9,109,13,34,1,63
0,1,0,50,1,26,2,18,1,16
2,1,0,18,0,22,0,2,0,12
18,1,1,360,21,305,48,72,3,200
5,2,0,76,3,92,5,15,1,71
4,3,1,339,24,64,17,83,1,33
2,0,0,69,1,29,3,34,2,19
0,1,0,17,0,30,0,3,1,18
1,0,0,53,3,46,7,24,0,29
0,0,0,21,1,16,0,2,0,11
0,0,0,19,1,10,1,6,1,7
1,1,0,16,0,6,0,4,2,5
2,6,0,42,0,53,3,7,3,38
0,0,0,41,0,13,2,7,0,5
0,0,0,20,1,17,0,8,0,5
0,0,0,11,0,9,0,2,0,5
0,1,0,7,0,2,1,2,1,2
0,0,0,1,0,1,0,0,0,0
2,11,0,119,7,177,7,6,3,87
1,1,0,46,3,140,4,12,6,91
9,0,0,149,3,169,7,33,1,117
1,1,0,63,1,54,5,21,0,35
4,6,1,38,1,62,10,12,3,40
0,0,0,19,0,34,1,5,3,20
0,3,0,95,9,124,8,21,2,60
0,1,1,10,1,20,3,1,1,13
1,1,0,32,1,46,8,5,1,31
8,5,0,168,6,218,21,38,4,130
0,0,0,35,1,32,3,9,1,21
4,1,0,91,4,82,5,21,3,49
1,2,0,93,4,20,1,38,1,13
0,0,0,1,0,1,0,2,0,1
0,0,0,3,0,4,1,1,1,4
1,0,0,13,1,4,0,2,0,1
0,2,1,9,0,10,0,1,4,8
1,1,0,135,17,57,1,8,1,24
1,0,0,4,1,6,0,0,0,5
1,0,0,2,0,3,2,0,0,6
0,0,0,51,1,27,4,14,0,15
1,2,0,2,0,4,0,1,1,4
1,0,0,10,0,13,1,4,1,8
0,4,0,11,1,6,0,5,2,6
1,1,0,14,0,13,0,6,1,6
0,0,0,4,0,3,0,0,0,1
0,0,0,13,1,1,1,2,0,1
3,0,1,326,23,111,15,16,1,81
3,6,1,19,9,56,4,3,1,30
0,0,0,14,0,26,3,5,1,10
2,1,0,26,0,38,2,6,1,21
1,3,0,28,2,12,1,4,1,8
0,1,0,36,1,14,1,0,1,9
3,3,0,218,2,87,15,51,1,58
0,1,0,11,0,11,0,0,3,8
0,0,0,10,0,55,2,2,1,29
0,0,0,6,0,12,0,4,0,5
0,0,0,17,1,32,2,3,1,19
0,0,0,2,1,20,1,5,0,6
1,2,0,32,2,23,1,7,1,9
0,0,0,92,5,2,0,5,1,0
0,0,0,1,0,4,0,0,0,3
0,0,0,17,0,3,0,2,0,1
0,0,0,41,3,11,0,21,1,4
0,1,0,4,0,3,0,1,2,2
32,6,1,510,34,399,101,130,1,317
97,202,25,5.482,209,7.926,951,1.187,35,4.104
0,0,0,3,0,1,0,2,0,0
1,3,0,49,2,47,9,7,0,33
22,6,0,586,39,361,18,175,1,273
1,2,0,3,0,4,0,0,0,3
0,1,0,8,2,7,0,0,1,5
3,2,0,13,2,49,1,2,1,23
2,0,0,32,1,82,1,8,1,44
0,0,0,6,0,9,1,1,1,8
0,0,0,7,1,7,1,4,2,2
0,0,0,21,0,22,1,3,2,11
3,5,0,145,3,71,8,36,2,43
0,2,0,39,0,9,1,19,2,5
0,0,0,6,0,10,0,1,1,3
1,1,0,179,7,44,4,18,1,30
3,0,1,136,1,74,11,21,0,46
0,0,0,10,1,10,1,1,1,4
0,0,0,3,0,3,1,0,0,1
0,1,0,3,1,3,0,1,1,2
0,0,0,8,0,10,0,5,1,5
3,1,1,87,8,22,5,13,1,20
1,0,0,41,0,10,1,4,1,8
0,2,0,56,7,20,1,1,1,9
0,0,0,3,0,20,3,0,2,11
1,0,0,6,0,10,0,4,1,6
0,1,0,10,0,4,1,3,0,3
5,1,1,98,9,246,7,18,3,150
0,0,0,17,1,12,1,3,2,7
2,0,0,18,0,29,4,7,1,26
4,5,1,145,3,114,11,42,2,63
0,1,0,0,0,6,0,0,1,2
1,0,0,2,0,2,0,1,0,2
1,0,0,17,0,10,2,9,2,8
0,1,0,15,0,9,0,2,1,5
3,4,0,71,7,34,6,7,4,15
0,0,0,13,0,6,1,7,0,2
1,1,0,13,0,7,1,7,0,5
0,0,0,5,0,7,0,1,0,4
0,1,0,0,0,3,0,0,0,1
0,0,0,0,1,1,0,0,0,0
0,1,0,5,0,15,1,2,1,9
3,1,0,20,3,35,4,6,1,25
0,0,0,97,3,41,6,32,1,27
2,1,0,5,2,15,0,1,0,10
0,0,0,6,0,8,1,1,1,5
